bin,alpha_left,alpha_right,x_left,x_right,event_cells,unweighted_positive_mass,prime_square_mass,mixed_center_mass,continuous_center_mass,psi_left_simpson,psi_right_simpson,weight_lower_analytic_only,weight_upper_analytic_only,weighted_midpoint,weighted_lower_analytic_only,weighted_upper_analytic_only
10,1.75030517578125,1.750335693359375,178203.2118725714,178240.78248833359,8,2.431510397091604e-06,0.0008309032500361834,-0.0016158336948252222,0.0007873619551861305,0.0,0.0,0.0,1.8777915726813812e-07,0.0,0.0,4.565869732545773e-13
11,1.750335693359375,1.7503662109375,178240.78248833359,178278.36102511556,8,2.9057078443809667e-06,0.0007696364794296539,-0.0015542587264366138,0.0007875279548513408,0.0,1.5030738656859805e-300,0.0,1.8777915726813812e-07,2.1837467611038886e-306,0.0,5.456313702852761e-13
12,1.7503662109375,1.750396728515625,178278.36102511556,178315.9474845873,8,1.2397615239374394e-06,0.0008165888321903713,-0.0016030430601798578,0.0007876939895134241,1.5030738656859805e-300,1.0841735481187485e-277,0.0,1.8777915726813812e-07,6.720583251141803e-284,0.0,2.32801374178435e-13
13,1.750396728515625,1.75042724609375,178315.9474845873,178353.54186841918,8,6.316712360989556e-06,0.0009178811096178758,-0.0016994244564390252,0.0007878600591821389,1.0841735481187485e-277,4.27904785485885e-258,0.0,1.8777915726813812e-07,1.3514757239026373e-263,0.0,1.1861469238518499e-12
14,1.75042724609375,1.750457763671875,178353.54186841918,178391.1441782819,6,6.291477776631339e-06,0.0008889390209269402,-0.0016706737070126738,0.000788026163862365,4.27904785485885e-258,4.1482037737161985e-241,0.0,1.8777915726813812e-07,1.3049165927636859e-246,0.0,1.181408394867052e-12
15,1.750457763671875,1.75048828125,178391.1441782819,178428.75441584643,9,1.7048447450091085e-05,0.0010147356556669043,-0.0017858795117788443,0.0007881923035620311,4.1482037737161985e-241,3.0462719222006716e-226,0.0,1.8777915726813812e-07,2.596710339216309e-231,0.0,3.201343094908242e-12
16,1.75048828125,1.750518798828125,178428.75441584643,178466.37258278427,10,7.303762923693998e-05,0.0013351680448485579,-0.0020504888939019044,0.0007883584782902862,3.0462719222006716e-226,4.009933756338181e-213,0.0,1.8777915726813812e-07,1.4643802748007018e-217,0.0,1.3714944466975315e-11
17,1.750518798828125,1.75054931640625,178466.37258278427,178503.99868076714,7,6.0695682561754426e-05,0.0012561846699491465,-0.001984013675440011,0.0007885246880526195,4.009933756338181e-213,1.8489381516305137e-201,0.0,1.8777915726813812e-07,5.611128156396301e-206,0.0,1.1397384121260672e-11
18,1.75054931640625,1.750579833984375,178503.99868076714,178541.6327114671,7,3.9237062566211446e-05,0.0011679194575266447,-0.0019173733278167837,0.0007886909328563503,1.8489381516305137e-201,5.068050634146132e-191,0.0,1.8777915726813812e-07,9.942770991398705e-196,0.0,7.367902542360395e-12
19,1.750579833984375,1.7506103515625,178541.6327114671,178579.27467655664,7,1.0149781292912667e-05,0.000886199821202586,-0.0016649072526196905,0.0007888572127100174,5.068050634146132e-191,1.2608908637893327e-181,0.0,1.8777915726813812e-07,6.398883253418712e-187,0.0,1.905917377639054e-12
20,1.7506103515625,1.750640869140625,178579.27467655664,178616.9245777086,8,9.286925195012301e-06,0.0006966109974969735,-0.0014763475999229013,0.0007890235276209399,1.2608908637893327e-181,4.010690600567084e-173,0.0,1.8777915726813812e-07,1.8623491852451732e-178,0.0,1.7438909867316493e-12
21,1.750640869140625,1.75067138671875,178616.9245777086,178654.58241659607,11,1.819686680571544e-05,0.0005821618813014238,-0.001353154892090925,0.000789189877595217,4.010690600567084e-173,2.1587795079352816e-165,0.0,1.8777915726813812e-07,1.9641511949313134e-170,0.0,3.416992313697802e-12
22,1.75067138671875,1.750701904296875,178654.58241659607,178692.24819489263,5,1.3814713516753876e-06,0.0007572753146428234,-0.001545250105933146,0.0007893562626419977,2.1587795079352816e-165,2.4786818918163556e-158,0.0,1.8777915726813812e-07,1.712114160845026e-164,0.0,2.5941152620767993e-13
23,1.750701904296875,1.750732421875,178692.24819489263,178729.9219142721,9,6.11636652873178e-06,0.000814638994677964,-0.0015980453109160034,0.0007895226827667714,2.4786818918163556e-158,7.363343560247803e-152,0.0,1.8777915726813812e-07,2.251846162598966e-157,0.0,1.148526152308301e-12
24,1.750732421875,1.750762939453125,178729.9219142721,178767.60357640873,8,9.902619682238395e-05,0.0014414320067124007,-0.002132094947868704,0.0007896891379786866,7.363343560247803e-152,6.655532967850515e-146,0.0,1.8777915726813812e-07,3.2953642339806944e-150,0.0,1.8595055786776036e-11
25,1.750762939453125,1.75079345703125,178767.60357640873,178805.29318297707,6,0.00014280983096887073,0.0016006972956457482,-0.0022477430929607207,0.0007898556282838433,6.655532967850515e-146,2.099553382029625e-140,0.0,1.8777915726813812e-07,1.499189070366549e-144,0.0,2.6816709708939798e-11
26,1.75079345703125,1.750823974609375,178805.29318297707,178842.99073565207,8,3.542728397863806e-05,0.001120997079395708,-0.0018755919491078494,0.0007900221536907792,2.099553382029625e-140,2.5981614242623874e-135,0.0,1.8777915726813812e-07,4.602327320721263e-140,0.0,6.652505529807666e-12
27,1.750823974609375,1.7508544921875,178842.99073565207,178880.69623610898,10,3.135800577959612e-05,0.0011316264466808789,-0.0018904571551068775,0.0007901887142055949,2.5981614242623874e-135,1.3941537821653453e-130,0.0,1.8777915726813812e-07,2.185934854519814e-135,0.0,5.888379898901964e-12
28,1.7508544921875,1.750885009765625,178880.69623610898,178918.4096860235,8,1.3296405450744028e-05,0.0009640497142800072,-0.0017411086186667017,0.0007903553098374384,1.3941537821653453e-130,3.536483764177463e-126,0.0,1.8777915726813812e-07,2.3512187860935907e-131,0.0,2.496787810236192e-12
29,1.750885009765625,1.75091552734375,178918.4096860235,178956.1310870715,10,1.1500815265657455e-06,0.0008097028420661008,-0.0015990747011307245,0.0007905219405911894,3.536483764177463e-126,4.5704681958876075e-122,0.0,1.8777915726813812e-07,2.628408882155613e-128,0.0,2.159613398481695e-13
30,1.75091552734375,1.750946044921875,178956.1310870715,178993.86044092942,6,1.1669667721722149e-06,0.0007627692498026672,-0.0015522908895077114,0.0007906886064772165,4.5704681958876075e-122,3.212151572697583e-118,0.0,1.8777915726813812e-07,1.8745037554852945e-124,0.0,2.1913203703841786e-13
31,1.750946044921875,1.7509765625,178993.86044092942,179031.5977492739,6,4.654175946337922e-06,0.0009122007495741723,-0.0016984018811282337,0.0007908553075003992,3.212151572697583e-118,1.2997436165444648e-114,0.0,1.8777915726813812e-07,3.025365234193036e-120,0.0,8.739572369809742e-13
32,1.7509765625,1.751007080078125,179031.5977492739,179069.34301378203,8,1.8410392149693851e-06,0.0008098738356269187,-0.0015990548400818358,0.0007910220436698864,1.2997436165444648e-114,3.183635787589587e-111,0.0,1.8777915726813812e-07,2.9317956050499192e-117,0.0,3.457087922845457e-13
33,1.751007080078125,1.75103759765625,179069.34301378203,179107.09623613115,8,5.08963368689047e-07,0.0008045014330728925,-0.001595181284695981,0.0007911888149917774,3.183635787589587e-111,4.9341218751882346e-108,0.0,1.8777915726813812e-07,1.256453822556626e-114,0.0,9.557271245278192e-14
34,1.75103759765625,1.751068115234375,179107.09623613115,179144.85741799907,7,6.8248597390100825e-06,0.000670435459178396,-0.0014549662209139968,0.0007913556214746109,4.9341218751882346e-108,5.0319787452636905e-105,0.0,1.8777915726813812e-07,1.7188111917918985e-110,0.0,1.2815664102645584e-12
35,1.751068115234375,1.7510986328125,179144.85741799907,179182.62656106387,7,4.01253774419587e-06,0.0007187401946581134,-0.0015062501200390137,0.0007915224631250962,5.0319787452636905e-105,3.496563394754845e-102,0.0,1.8777915726813812e-07,7.02514180053541e-108,0.0,7.534709561116965e-13
36,1.7510986328125,1.751129150390625,179182.62656106387,179220.403667004,8,1.4402417445679866e-06,0.0008085841179533832,-0.0015988332161593678,0.0007916893399505525,3.496563394754845e-102,1.7077093742458159e-99,0.0,1.8777915726813812e-07,1.2322751124712764e-105,0.0,2.704473810573696e-13
37,1.751129150390625,1.75115966796875,179220.403667004,179258.18873749828,7,3.7460685530513253e-06,0.0008868737912027056,-0.001674983974608563,0.0007918562519589087,1.7077093742458159e-99,6.027438750541039e-97,0.0,1.8777915726813812e-07,1.1321585361345445e-102,0.0,7.034335959606514e-13
38,1.75115966796875,1.751190185546875,179258.18873749828,179295.9817742259,9,1.3651415324343915e-05,0.0010079225496890116,-0.0017862943335221519,0.0007920231991574839,6.027438750541039e-97,1.5762907934559466e-94,0.0,1.8777915726813812e-07,1.080044168156621e-99,0.0,2.5634512651226467e-12
39,1.751190185546875,1.751220703125,179295.9817742259,179333.78277886636,7,4.270146280255254e-05,0.001191833617849959,-0.0019413223366010035,0.0007921901815535972,1.5762907934559466e-94,3.1237748073279394e-92,0.0,1.8777915726813812e-07,6.703142648274619e-97,0.0,8.018444699180063e-12
40,1.751220703125,1.751251220703125,179333.78277886636,179371.59175309955,8,3.7704179467253745e-05,0.0011699340882027841,-0.0019245871078900979,0.0007923571991545678,3.1237748073279394e-92,4.787038421237703e-90,0.0,1.8777915726813812e-07,9.083457470524658e-95,0.0,7.080059045847545e-12
41,1.751251220703125,1.75128173828125,179371.59175309955,179409.4086986057,9,3.017382858555554e-05,0.0011209595345021094,-0.0018833099578842685,0.0007925242519677147,4.787038421237703e-90,5.777818649797803e-88,0.0,1.8777915726813812e-07,8.78916711524869e-93,0.0,5.666016103348875e-12
42,1.75128173828125,1.751312255859375,179409.4086986057,179447.23361706536,9,5.5782614572196657e-05,0.0012598145291599478,-0.001996723254588108,0.000792691340000357,5.777818649797803e-88,5.584651774686957e-86,0.0,1.8777915726813812e-07,1.573747478876969e-90,0.0,1.047481235458045e-11
43,1.751312255859375,1.7513427734375,179447.23361706536,179485.06651015952,10,2.596726412847077e-05,0.0011002245861858038,-0.001867115785318367,0.0007928584632610338,5.584651774686957e-86,4.388665040219245e-84,0.0,1.8777915726813812e-07,5.7705902773873616e-89,0.0,4.8761109746033944e-12
44,1.7513427734375,1.751373291015625,179485.06651015952,179522.90737956946,7,4.170174334304735e-05,0.0011784912783607674,-0.0019298151567735638,0.000793025621755844,4.388665040219245e-84,2.8428786444085945e-82,0.0,1.8777915726813812e-07,6.019157270790793e-87,0.0,7.830718221569621e-12
45,1.751373291015625,1.75140380859375,179522.90737956946,179560.7562269768,7,4.551497530511094e-05,0.0012117895410140606,-0.0019594673812016665,0.0007931928154927167,2.8428786444085945e-82,1.5372306096487152e-80,0.0,1.8777915726813812e-07,3.563047437468938e-85,0.0,8.54676370587385e-12
46,1.75140380859375,1.751434326171875,179560.7562269768,179598.6130540636,9,3.9456072546162785e-05,0.0011436258451271168,-0.0018975298170605353,0.0007933600444795813,1.5372306096487152e-80,7.018995844964434e-79,0.0,1.8777915726813812e-07,1.4150365875279002e-83,0.0,7.409028051828969e-12
47,1.751434326171875,1.75146484375,179598.6130540636,179636.47786251217,8,1.8220005184241217e-06,0.0008512661315159253,-0.0016429714397200377,0.000793527308722537,7.018995844964434e-79,2.7349552480106687e-77,0.0,1.8777915726813812e-07,2.555488010212815e-83,0.0,3.421337218917923e-13
48,1.75146484375,1.751495361328125,179636.47786251217,179674.35065400522,10,3.056355950364871e-05,0.0011212589108077,-0.0018843899595341739,0.0007936946082301223,2.7349552480106687e-77,9.182793323579855e-76,0.0,1.8777915726813812e-07,1.4450892345059004e-80,0.0,5.739199446709749e-12
49,1.751495361328125,1.75152587890625,179674.35065400522,179712.23143022583,4,7.1404827525095595e-06,0.000839673202827906,-0.001626394663085053,0.0007938619430096565,9.182793323579855e-76,2.680539682405371e-74,0.0,1.8777915726813812e-07,9.898021571550913e-80,0.0,1.3408338337539204e-12
50,1.75152587890625,1.751556396484375,179712.23143022583,179750.1201928574,12,3.3170390724773806e-06,0.000834382029795421,-0.0016250943037907925,0.0007940293130678489,2.680539682405371e-74,6.859025703069443e-73,0.0,1.8777915726813812e-07,1.1820400871197224e-78,0.0,6.228708016552891e-13
51,1.751556396484375,1.7515869140625,179750.1201928574,179788.01694358376,7,3.028261799742437e-05,0.0010736775647626861,-0.00183759166517911,0.0007941967184138483,6.859025703069443e-73,1.5502112448591222e-71,0.0,1.8777915726813812e-07,2.4510773747693082e-76,0.0,5.6864444874293e-12
52,1.7515869140625,1.751617431640625,179788.01694358376,179825.921684089,11,8.026423977032529e-05,0.0013766123122117004,-0.0020907122314945195,0.0007943641590531439,1.5502112448591222e-71,3.1164098706644765e-70,0.0,1.8777915726813812e-07,1.3128946089341233e-74,0.0,1.5071951302839457e-11
53,1.751617431640625,1.75164794921875,179825.921684089,179863.83441605762,7,4.4683726057270105e-05,0.0012125639060984305,-0.0019624118150354353,0.000794531634994275,3.1164098706644765e-70,5.608864370370825e-69,0.0,1.8777915726813812e-07,1.3227511975616355e-73,0.0,8.390672422634524e-12
54,1.75164794921875,1.751678466796875,179863.83441605762,179901.75514117445,7,0.00010528245738669698,0.0014690626490869024,-0.0021584793379441553,0.0007946991462439503,5.608864370370825e-69,9.092187649739995e-68,0.0,1.8777915726813812e-07,5.081496805958682e-72,0.0,1.9769851123192624e-11
55,1.751678466796875,1.751708984375,179901.75514117445,179939.6838611247,7,5.718196828554609e-05,0.0012685168474383941,-0.0020062015719635572,0.0007948666928107091,9.092187649739995e-68,1.334948756786301e-66,0.0,1.8777915726813812e-07,4.076704466586005e-71,0.0,1.0737581815593246e-11
56,1.751708984375,1.751739501953125,179939.6838611247,179977.62057759392,7,7.658414350467913e-06,0.0007751405464322856,-0.0015625164067824683,0.0007950342747006505,1.334948756786301e-66,1.78452589913591e-65,0.0,1.8777915726813812e-07,7.344498913167629e-71,0.0,1.43809059274108e-12
57,1.751739501953125,1.75177001953125,179977.62057759392,180015.565292268,9,3.0063141531056714e-05,0.0005258097589110774,-0.0012909485093023341,0.0007952018919223136,1.78452589913591e-65,2.1824624841796495e-64,0.0,1.8777915726813812e-07,3.548826200763517e-69,0.0,5.645231381534593e-12
58,1.75177001953125,1.751800537109375,180015.565292268,180053.5180068332,7,5.9287427430706074e-05,0.00042353436664640447,-0.0011596164836981055,0.0007953695444824073,2.1824624841796495e-64,2.4529997734584435e-63,0.0,1.8777915726813812e-07,7.918565233577993e-68,0.0,1.113294315953388e-11
59,1.751800537109375,1.7518310546875,180053.5180068332,180091.4787229762,9,2.4144950548734398e-05,0.0005605956493782249,-0.001331987931218961,0.0007955372323894706,2.4529997734584435e-63,2.5445178761221883e-62,0.0,1.8777915726813812e-07,3.3680007055980995e-67,0.0,4.533918466322214e-12
60,1.7518310546875,1.751861572265625,180091.4787229762,180129.4474423839,6,7.3969162418392515e-06,0.0007194514386956038,-0.0015077594781033675,0.0007957049556496029,2.5445178761221883e-62,2.4455770013341603e-61,0.0,1.8777915726813812e-07,9.985943401195519e-67,0.0,1.3889866982755779e-12
61,1.751861572265625,1.75189208984375,180129.4474423839,180167.42416674367,8,2.7126562530187187e-05,0.0011054996282166543,-0.0018742457799572007,0.0007958727142707333,2.4455770013341603e-61,2.185874946570767e-60,0.0,1.8777915726813812e-07,3.296464158311468e-65,0.0,5.0938030515000025e-12
62,1.75189208984375,1.751922607421875,180167.42416674367,180205.40889774318,6,5.851884212606372e-05,0.0012800605029558018,-0.002017582169090529,0.0007960405082607907,2.185874946570767e-60,1.823207935283609e-59,0.0,1.8777915726813812e-07,5.974175220920869e-64,0.0,1.0988618858739465e-11
63,1.751922607421875,1.751953125,180205.40889774318,180243.4016370705,9,7.318300145007936e-05,0.001347763134736399,-0.0020707884709134134,0.0007962083376270938,1.823207935283609e-59,1.4237023646717863e-58,0.0,1.8777915726813812e-07,5.876679755771122e-63,0.0,1.3742242338648833e-11
64,1.751953125,1.751983642578125,180243.4016370705,180281.40238641397,6,1.3172781507044232e-05,0.0009982638606615968,-0.0017814672815309057,0.0007963762023763527,1.4237023646717863e-58,1.0439822770011791e-57,0.0,1.8777915726813812e-07,7.813781225125713e-63,0.0,2.4735738102700803e-12
65,1.751983642578125,1.75201416015625,180281.40238641397,180319.41114746238,10,1.6903475861581052e-06,0.000777674446931633,-0.0015725282018619706,0.0007965441025164957,1.0439822770011791e-57,7.209363291105976e-57,0.0,1.8777915726813812e-07,6.975511379389313e-63,0.0,3.174120452190005e-13
66,1.75201416015625,1.752044677734375,180319.41114746238,180357.42792190483,7,3.3586016944335016e-06,0.0007291397671291758,-0.0015224932034901943,0.0007967120380554518,7.209363291105976e-57,4.701058052349503e-56,0.0,1.8777915726813812e-07,9.10515975839041e-62,0.0,6.306753957800637e-13
67,1.752044677734375,1.7520751953125,180357.42792190483,180395.45271143081,10,1.202889530814419e-06,0.0008148824636436426,-0.0016105595831133687,0.0007968800090005402,4.701058052349503e-56,2.901922591831806e-55,0.0,1.8777915726813812e-07,2.028088828220264e-61,0.0,2.2587758238299769e-13
68,1.7520751953125,1.752105712890625,180395.45271143081,180433.48551773012,3,5.44693084638843e-06,0.0007142236624589972,-0.0015058247469710794,0.0007970480153584705,2.901922591831806e-55,1.6998109349049585e-54,0.0,1.8777915726813812e-07,5.419704891145094e-60,0.0,1.0228200840326456e-12
69,1.752105712890625,1.75213623046875,180433.48551773012,180471.52634249296,7,3.7547826154132942e-06,0.0007341458255200947,-0.0015276071000424626,0.0007972160571377813,1.6998109349049585e-54,9.469217800424466e-54,0.0,1.8777915726813812e-07,2.096863746323323e-59,0.0,7.05069915247364e-13
70,1.75213623046875,1.752166748046875,180471.52634249296,180509.57518740982,7,4.669767452248566e-06,0.00069859266497314,-0.001491307031865463,0.0007973841343445718,9.469217800424466e-54,5.027424618810338e-53,0.0,1.8777915726813812e-07,1.394940418091058e-58,0.0,8.768849968214161e-13
71,1.752166748046875,1.752197265625,180509.57518740982,180547.6320541716,7,3.583167418013865e-05,0.000516183549243925,-0.0012779041220511672,0.0007975522469873809,5.027424618810338e-53,2.548961453840995e-52,0.0,1.8777915726813812e-07,5.467383020120251e-57,0.0,6.72844158105294e-12
72,1.752197265625,1.752227783203125,180547.6320541716,180585.6969444696,6,9.656091763123373e-05,0.00034115670568001324,-0.0010423161831223072,0.0007977203950735277,2.548961453840995e-52,1.2364824176907513e-51,0.0,1.8777915726813812e-07,7.20044412930292e-56,0.0,1.813212773783117e-11
73,1.752227783203125,1.75225830078125,180585.6969444696,180623.76985999534,8,3.7742874850833784e-05,0.0005154219216033083,-0.0012755676253628063,0.0007978885786103316,1.2364824176907513e-51,5.749049132243111e-51,0.0,1.8777915726813812e-07,1.3182702152785236e-55,0.0,7.087325232366372e-12
74,1.75225830078125,1.752288818359375,180623.76985999534,180661.85080244087,4,2.065313865706095e-05,0.0005674604170451498,-0.0013448640759938105,0.0007980567976057216,5.749049132243111e-51,2.5663893796821e-50,0.0,1.8777915726813812e-07,3.243879329701517e-55,0.0,3.878228971964911e-12
75,1.752288818359375,1.7523193359375,180661.85080244087,180699.93977349842,5,3.766378152319129e-05,0.0004930314584456084,-0.0012535927289882135,0.0007982250520657966,2.5663893796821e-50,1.1017015093901928e-49,0.0,1.8777915726813812e-07,2.5580118921710402e-54,0.0,7.072473153956132e-12
76,1.7523193359375,1.752349853515625,180699.93977349842,180738.03677486075,5,2.9410997490194723e-05,0.000524139145081877,-0.0012931214895919977,0.0007983933420003155,1.1017015093901928e-49,4.554917128276951e-49,0.0,1.8777915726813812e-07,8.318339827770854e-54,0.0,5.52277232312409e-12
77,1.752349853515625,1.75238037109375,180738.03677486075,180776.14180822083,5,6.527773761628125e-05,0.00041685628200379175,-0.0011501402118016685,0.0007985616674141577,4.554917128276951e-49,1.8163461096142192e-48,0.0,1.8777915726813812e-07,7.415021664005352e-53,0.0,1.2257798557955932e-11
78,1.75238037109375,1.752410888671875,180776.14180822083,180814.25487527205,7,0.00015560236986344298,0.0002686595002662201,-0.0009117871587192494,0.0007987300283164722,1.8163461096142192e-48,6.995408789561838e-48,0.0,1.8777915726813812e-07,6.855649724837993e-52,0.0,2.921888188188245e-11
79,1.752410888671875,1.75244140625,180814.25487527205,180852.3759777082,6,0.00017940703026191705,0.00022840767799402092,-0.000847899072447292,0.0007988984247151881,6.995408789561838e-48,2.605487632728074e-47,0.0,1.8777915726813812e-07,2.9647267510611813e-51,0.0,3.3688900950562136e-11
80,1.75244140625,1.752471923828125,180852.3759777082,180890.5051172233,6,0.00010184732592142632,0.00033316002389330545,-0.0010303795545870637,0.0007990668566151846,2.605487632728074e-47,9.39644453585649e-47,0.0,1.8777915726813812e-07,6.111823486303416e-51,0.0,1.9124805031538835e-11
81,1.752471923828125,1.75250244140625,180890.5051172233,180928.6422955119,4,6.307164468843131e-05,0.0004161188652431621,-0.0011522825445821712,0.0007992353240274404,9.39644453585649e-47,3.2850934920535976e-46,0.0,1.8777915726813812e-07,1.3323058530454588e-50,0.0,1.184354028710907e-11
82,1.75250244140625,1.752532958984375,180928.6422955119,180966.78751426877,5,5.21090756786532e-05,0.00044592264564491976,-0.0011932173969231013,0.0007994038269568348,3.2850934920535976e-46,1.1146229370484888e-45,0.0,1.8777915726813812e-07,3.7600144759354813e-50,0.0,9.78499831695913e-12
83,1.752532958984375,1.7525634765625,180966.78751426877,181004.9407751891,5,3.899718257361437e-05,0.0004889397209659192,-0.0012495149038048215,0.0007995723654125168,1.1146229370484888e-45,3.674240396772658e-45,0.0,1.8777915726813812e-07,9.33760888745554e-50,0.0,7.322858079505027e-12
84,1.7525634765625,1.752593994140625,181004.9407751891,181043.1020799684,10,2.1235240454501558e-05,0.0005900926460643416,-0.001368598345009816,0.0007997409393999757,3.674240396772658e-45,1.1778989151476257e-44,0.0,1.8777915726813812e-07,1.640765226278371e-49,0.0,3.987535556932577e-12
85,1.752593994140625,1.75262451171875,181043.1020799684,181081.27143030256,6,6.026509561120706e-06,0.0006753661220609392,-0.001469249161428179,0.0007999095489283604,1.1778989151476257e-44,3.6759563044309324e-44,0.0,1.8777915726813812e-07,1.462590244454291e-49,0.0,1.131652886655623e-12
86,1.75262451171875,1.752655029296875,181081.27143030256,181119.44882788786,6,8.387806337632328e-06,0.0007104030671298017,-0.0015020934547977692,0.0008000781940056,3.6759563044309324e-44,1.1177796372039956e-43,0.0,1.8777915726813812e-07,6.229520041866283e-49,0.0,1.5750552054089466e-12
87,1.752655029296875,1.752685546875,181119.44882788786,181157.63427442085,6,1.0421570428298091e-05,0.000982378988416363,-0.0017722042926252483,0.0008002468746371835,1.1177796372039956e-43,3.314736555530781e-43,0.0,1.8777915726813812e-07,2.3096889838578596e-48,0.0,1.9569537124363646e-12
88,1.752685546875,1.752716064453125,181157.63427442085,181195.82777159853,4,5.697675844835215e-07,0.0008058385513975913,-0.001605684374645368,0.0008004155908322602,3.314736555530781e-43,9.59433851644858e-43,0.0,1.8777915726813812e-07,3.677586260839061e-49,0.0,1.0699047685301837e-13
89,1.752716064453125,1.75274658203125,181195.82777159853,181234.0293211182,10,2.41520317003477e-05,0.0005584363607606932,-0.0013348686716578846,0.0008005843425975388,9.59433851644858e-43,2.7127153363867943e-42,0.0,1.8777915726813812e-07,4.434493179887327e-47,0.0,4.535248159004648e-12
90,1.75274658203125,1.752777099609375,181234.0293211182,181272.23892467754,5,1.5162146015294909e-05,0.0006009985009610259,-0.00138658948488668,0.0008007531299409488,2.7127153363867943e-42,7.498099163738494e-42,0.0,1.8777915726813812e-07,7.740893019299505e-47,0.0,2.8471350011285363e-12
91,1.752777099609375,1.7528076171875,181272.23892467754,181310.4565839746,9,5.246110585257165e-05,0.00047084520167832243,-0.00121930604869556,0.000800921952869809,7.498099163738494e-42,2.027570606728387e-41,0.0,1.8777915726813812e-07,7.28522268076686e-46,0.0,9.851102246350492e-12
92,1.7528076171875,1.752838134765625,181310.4565839746,181348.68230070776,5,5.725465133920604e-05,0.00045427158490128036,-0.001198107744954123,0.0008010908113920486,2.027570606728387e-41,5.367659685384006e-41,0.0,1.8777915726813812e-07,2.1170566597401495e-45,0.0,1.0751230178157185e-11
93,1.752838134765625,1.75286865234375,181348.68230070776,181386.91607657578,5,5.80215418213467e-06,0.0007071383006299537,-0.001502595851962196,0.0008012597055143764,5.367659685384006e-41,1.3921032645666173e-40,0.0,1.8777915726813812e-07,5.595798343825587e-46,0.0,1.0895236226610516e-12
94,1.75286865234375,1.752899169921875,181386.91607657578,181425.15791327774,7,3.433231027249443e-05,0.0005322406494776522,-0.0012993369744492699,0.0008014286352441121,1.3921032645666173e-40,3.539292059229504e-40,0.0,1.8777915726813812e-07,8.46530971664483e-45,0.0,6.446892290037246e-12
95,1.752899169921875,1.7529296875,181425.15791327774,181463.40781251315,8,1.7341342771884507e-05,0.0005889212984387169,-0.0013731775562572362,0.0008015976005904039,3.539292059229504e-40,8.82651189705288e-40,0.0,1.8777915726813812e-07,1.0721982252790918e-44,0.0,3.256342731602391e-12
96,1.7529296875,1.752960205078125,181463.40781251315,181501.66577598182,5,2.1470183996203777e-05,0.0005790803229286738,-0.0013593767404918218,0.0008017666015593517,8.82651189705288e-40,2.160467704731807e-39,0.0,1.8777915726813812e-07,3.266816129294433e-44,0.0,4.031653057199011e-12
