bin,alpha_left,alpha_right,x_left,x_right,event_cells,unweighted_positive_mass,prime_square_mass,mixed_center_mass,continuous_center_mass,psi_left_simpson,psi_right_simpson,weight_lower_analytic_only,weight_upper_analytic_only,weighted_midpoint,weighted_lower_analytic_only,weighted_upper_analytic_only
41,1.751251220703125,1.75128173828125,21780.18785069239,21783.979362729264,1,3.945921875705852e-06,0.0004707274057941022,-0.000855258451890215,0.0003884769679718187,4.787038421237703e-90,5.777818649797803e-88,0.0,1.8777915726813812e-07,1.1493856900180231e-93,0.0,7.409618844659556e-13
42,1.75128173828125,1.751312255859375,21783.979362729264,21787.77153479546,3,6.898787943054767e-06,0.0004911366926968301,-0.0008727824990941565,0.0003885445943403811,5.777818649797803e-88,5.584651774686957e-86,0.0,1.8777915726813812e-07,1.9462963892876805e-91,0.0,1.2954485861184162e-12
43,1.751312255859375,1.7513427734375,21787.77153479546,21791.56436700596,2,9.638371136913824e-06,0.000510118102412284,-0.0008890919637649515,0.0003886122324895812,5.584651774686957e-86,4.388665040219245e-84,0.0,1.8777915726813812e-07,2.1418925958990246e-89,0.0,1.809885209527224e-12
44,1.7513427734375,1.751373291015625,21791.56436700596,21795.357859475604,1,2.1980905925728544e-05,0.0005955232815083605,-0.0009622222579878865,0.00038867988240525456,4.388665040219245e-84,2.8428786444085945e-82,0.0,1.8777915726813812e-07,3.1726858187446965e-87,0.0,4.12755599072353e-12
45,1.751373291015625,1.75140380859375,21795.357859475604,21799.152012319402,3,2.765168621403515e-05,0.0006197595339665162,-0.0009808553918577738,0.0003887475441052928,2.8428786444085945e-82,1.5372306096487152e-80,0.0,1.8777915726813812e-07,2.1646561169406954e-85,0.0,5.192410334314513e-12
46,1.75140380859375,1.751434326171875,21799.152012319402,21802.946825652278,1,2.1917333700830756e-05,0.0005953596596607812,-0.0009622575435399554,0.00038881521758000483,1.5372306096487152e-80,7.018995844964434e-79,0.0,1.8777915726813812e-07,7.860343690175513e-84,0.0,4.115618451906562e-12
47,1.751434326171875,1.75146484375,21802.946825652278,21806.74229958917,2,4.1229622464395235e-06,0.0004720962870993009,-0.0008568562276841156,0.00038888290283125426,7.018995844964434e-79,2.7349552480106687e-77,0.0,1.8777915726813812e-07,5.7827538910083365e-83,0.0,7.742063760847633e-13
48,1.75146484375,1.751495361328125,21806.74229958917,21810.538434245158,2,1.4439377342741053e-05,0.000543742680058528,-0.0009182539025897378,0.00038895059987395085,2.7349552480106687e-77,9.182793323579855e-76,0.0,1.8777915726813812e-07,6.827146147186319e-81,0.0,2.7114141088965626e-12
49,1.751495361328125,1.75152587890625,21810.538434245158,21814.335229735178,1,2.1818660084868543e-05,0.000595096108682251,-0.0009622957572898216,0.0003890183086924393,9.182793323579855e-76,2.680539682405371e-74,0.0,1.8777915726813812e-07,3.0244673317986083e-79,0.0,4.097089603456578e-12
50,1.75152587890625,1.751556396484375,21814.335229735178,21818.132686174347,2,1.643087504724169e-05,0.0005577551784869802,-0.0009304103327458412,0.0003890860293061025,2.680539682405371e-74,6.859025703069443e-73,0.0,1.8777915726813812e-07,5.855207776551533e-78,0.0,3.0853758695491237e-12
51,1.751556396484375,1.7515869140625,21818.132686174347,21821.930803677646,3,7.2849042339187325e-06,0.0004942023363625681,-0.0008760711938290528,0.0003891537617004033,6.859025703069443e-73,1.5502112448591222e-71,0.0,1.8777915726813812e-07,5.896406957495565e-77,0.0,1.367953177824351e-12
