bin,alpha_left,alpha_right,x_left,x_right,event_cells,unweighted_positive_mass,prime_square_mass,mixed_center_mass,continuous_center_mass,psi_left_simpson,psi_right_simpson,weight_lower_analytic_only,weight_upper_analytic_only,weighted_midpoint,weighted_lower_analytic_only,weighted_upper_analytic_only
33,1.751007080078125,1.75103759765625,3176.9776542053482,3177.4241737030247,2,6.771788304189873e-06,0.0002710182709548304,-0.0004747934831644812,0.00021054700051384068,3.183635787589587e-111,4.9341218751882346e-108,0.0,1.8777915726813812e-07,1.6717193856719146e-113,0.0,1.2716007009590084e-12
34,1.75103759765625,1.751068115234375,3177.4241737030247,3177.8707559583495,1,1.5312807245668123e-05,0.0003394590904123127,-0.0005347228757468349,0.00021057659258019026,4.9341218751882346e-108,5.0319787452636905e-105,0.0,1.8777915726813812e-07,3.856463792386161e-110,0.0,2.8754260400009993e-12
35,1.751068115234375,1.7510986328125,3177.8707559583495,3178.3174009801473,1,1.529469970641102e-05,0.0003394113866448383,-0.0005347228757461312,0.00021060618880770394,5.0319787452636905e-105,3.496563394754845e-102,0.0,1.8777915726813812e-07,2.6777924865521145e-107,0.0,2.8720258215391008e-12
36,1.7510986328125,1.751129150390625,3178.3174009801473,3178.7641087772467,1,1.527660303084143e-05,0.000339363689586228,-0.0005347228757534836,0.00021063578919809707,3.496563394754845e-102,1.7077093742458159e-99,0.0,1.8777915726813812e-07,1.3070706906676896e-104,0.0,2.868627643051288e-12
37,1.751129150390625,1.75115966796875,3178.7641087772467,3179.2108793584584,1,1.5258517217953096e-05,0.0003393159992211247,-0.0005347228757461787,0.00021066539374300697,1.7077093742458159e-99,6.027438750541039e-97,0.0,1.8777915726813812e-07,4.611517454209502e-102,0.0,2.865231504348608e-12
38,1.75115966796875,1.751190185546875,3179.2108793584584,3179.657712732613,1,1.5240442268030742e-05,0.00033926831556284576,-0.0005347228757466835,0.00021069500245186846,6.027438750541039e-97,1.5762907934559466e-94,0.0,1.8777915726813812e-07,1.205761483379772e-99,0.0,2.8618374054845245e-12
39,1.751190185546875,1.751220703125,3179.657712732613,3180.1046089085416,1,1.5222378180673981e-05,0.0003392206386095023,-0.0005347228757535099,0.0002107246153246815,1.5762907934559466e-94,3.1237748073279394e-92,0.0,1.8777915726813812e-07,2.389561520710745e-97,0.0,2.8584453463838535e-12
40,1.751220703125,1.751251220703125,3180.1046089085416,3180.5515678950587,1,1.520432495494183e-05,0.00033917296834713105,-0.0005347228757461304,0.00021075423235394122,3.1237748073279394e-92,4.787038421237703e-90,0.0,1.8777915726813812e-07,3.662931830042824e-95,0.0,2.8550553268698986e-12
41,1.751251220703125,1.75128173828125,3180.5515678950587,3180.9985897009988,1,1.5186282591101615e-05,0.00033912530478869175,-0.000534722875746458,0.00021078385354886793,4.787038421237703e-90,5.777818649797803e-88,0.0,1.8777915726813812e-07,4.423527997918019e-93,0.0,2.851667346992858e-12
42,1.75128173828125,1.751312255859375,3180.9985897009988,3181.4456743351966,2,9.340973805144488e-08,0.00021745024649244836,-0.000428170315664073,0.0002108134789096761,5.777818649797803e-88,5.584651774686957e-86,0.0,1.8777915726813812e-07,2.6352895232395456e-93,0.0,1.7540401891937855e-14
43,1.751312255859375,1.7513427734375,3181.4456743351966,3181.8928218064707,1,4.480187006602383e-08,0.00021703480877846248,-0.0004278331153370428,0.00021084310842864627,5.584651774686957e-86,4.388665040219245e-84,0.0,1.8777915726813812e-07,9.95612146634695e-92,0.0,8.412857405034577e-15
44,1.7513427734375,1.751373291015625,3181.8928218064707,3182.3400321236586,1,4.393592244276787e-08,0.0002170043091445795,-0.00042783311533692124,0.00021087274211478444,4.388665040219245e-84,2.8428786444085945e-82,0.0,1.8777915726813812e-07,6.341634805164033e-90,0.0,8.250250490101227e-15
45,1.751373291015625,1.75140380859375,3182.3400321236586,3182.7873052955993,1,4.3078425866632803e-08,0.00021697381379969457,-0.00042783311534256175,0.00021090237996873387,2.8428786444085945e-82,1.5372306096487152e-80,0.0,1.8777915726813812e-07,3.372307111349041e-88,0.0,8.08923050567427e-15
46,1.75140380859375,1.751434326171875,3182.7873052955993,3183.234641331115,1,4.222938031899126e-08,0.00021694332273466168,-0.00042783311533711797,0.0002109320219827752,1.5372306096487152e-80,7.018995844964434e-79,0.0,1.8777915726813812e-07,1.5144973729985377e-86,0.0,7.929797448255877e-15
47,1.751434326171875,1.75146484375,3183.234641331115,3183.6820402390476,1,4.1388785784754686e-08,0.00021691283595732128,-0.0004278331153372364,0.00021096166816569995,7.018995844964434e-79,2.7349552480106687e-77,0.0,1.8777915726813812e-07,5.805077702265867e-85,0.0,7.77195131501273e-15
48,1.75146484375,1.751495361328125,3183.6820402390476,3184.1295020282387,1,4.055664224724711e-08,0.00021688235346690709,-0.0004278331153425968,0.00021099131851793693,2.7349552480106687e-77,9.182793323579855e-76,0.0,1.8777915726813812e-07,1.917576619052087e-83,0.0,7.61569210281343e-15
49,1.751495361328125,1.75152587890625,3184.1295020282387,3184.577026707515,1,3.9732949688523664e-08,0.0002168518752547214,-0.0004278331153372285,0.00021102097303219564,9.182793323579855e-76,2.680539682405371e-74,0.0,1.8777915726813812e-07,5.507717149518145e-82,0.0,7.461019808288304e-15
50,1.75152587890625,1.751556396484375,3184.577026707515,3185.0246142857213,1,3.891770809385734e-08,0.00021682140132837707,-0.0004278331153373364,0.0002110506317170532,2.680539682405371e-74,6.859025703069443e-73,0.0,1.8777915726813812e-07,1.3868480310485327e-80,0.0,7.30793442867193e-15
51,1.751556396484375,1.7515869140625,3185.0246142857213,3185.472264771703,2,1.0890374941420368e-05,0.0003050544043000985,-0.0005052443239314022,0.00021108029457272393,6.859025703069443e-73,1.5502112448591222e-71,0.0,1.8777915726813812e-07,8.814677655657258e-77,0.0,2.044985428833966e-12
52,1.7515869140625,1.751617431640625,3185.472264771703,3185.919978174292,1,1.5028301948952543e-05,0.0003387903674639901,-0.0005348720271078128,0.00021110996159277515,1.5502112448591222e-71,3.1164098706644765e-70,0.0,1.8777915726813812e-07,2.458202640014117e-75,0.0,2.822001875145426e-12
53,1.751617431640625,1.75164794921875,3185.919978174292,3186.3677545023347,1,1.5010363348729087e-05,0.0003387427576713039,-0.000534872027107072,0.0002111396327844973,3.1164098706644765e-70,5.608864370370825e-69,0.0,1.8777915726813812e-07,4.4434468311615316e-74,0.0,2.8186333799128955e-12
54,1.75164794921875,1.751678466796875,3186.3677545023347,3186.8155937646825,1,1.4992435609516191e-05,0.0003386951545742057,-0.0005348720271142953,0.00021116930814960572,5.608864370370825e-69,9.092187649739995e-68,0.0,1.8777915726813812e-07,7.236154583994731e-73,0.0,2.815266924151775e-12
55,1.751678466796875,1.751708984375,3186.8155937646825,3187.2634959701686,2,6.189023408875482e-06,0.0002669671124060143,-0.00047197707667709116,0.00021119898767995237,9.092187649739995e-68,1.334948756786301e-66,0.0,1.8777915726813812e-07,4.4123733637104663e-72,0.0,1.1621696000314174e-12
56,1.751708984375,1.751739501953125,3187.2634959701686,3187.7114611276456,1,3.580211781609915e-08,0.00021676442201748984,-0.00042795729128421677,0.00021122867138454308,1.334948756786301e-66,1.78452589913591e-65,0.0,1.8777915726813812e-07,3.433460287681797e-73,0.0,6.722891511921692e-15
57,1.751739501953125,1.75177001953125,3187.7114611276456,3188.1594892459666,1,3.502835761273171e-08,0.00021673396038340148,-0.00042795729128938104,0.00021125835926359224,1.78452589913591e-65,2.1824624841796495e-64,0.0,1.8777915726813812e-07,4.1349488754313506e-72,0.0,6.577595473005731e-15
58,1.75177001953125,1.751800537109375,3188.1594892459666,3188.6075803339695,1,3.4263050731727096e-08,0.00021670350302470991,-0.000427957291284002,0.00021128805131002382,2.1824624841796495e-64,2.4529997734584435e-63,0.0,1.8777915726813812e-07,4.576251898223779e-71,0.0,6.433886791839177e-15
59,1.751800537109375,1.7518310546875,3188.6075803339695,3189.05573440051,1,3.350619715926384e-08,0.00021667304994879162,-0.0004279572912838328,0.00021131774753220048,2.4529997734584435e-63,2.5445178761221883e-62,0.0,1.8777915726813812e-07,4.673809351836707e-70,0.0,6.2917654658266474e-15
60,1.7518310546875,1.751861572265625,3189.05573440051,3189.5039514544465,2,1.3154927116613047e-05,0.0003241183098332197,-0.0005223108306478011,0.00021134744793119427,2.5445178761221883e-62,2.4455770013341603e-61,0.0,1.8777915726813812e-07,1.7759340965673306e-66,0.0,2.470221127881376e-12
61,1.751861572265625,1.75189208984375,3189.5039514544465,3189.952231504619,1,1.490456909530225e-05,0.0003385400888865864,-0.0005350126722899268,0.00021137715249864265,2.4455770013341603e-61,2.185874946570767e-60,0.0,1.8777915726813812e-07,1.811227565714041e-65,0.0,2.798767424160592e-12
62,1.75189208984375,1.751922607421875,3189.952231504619,3190.4005745598874,1,1.48867032197274e-05,0.000338492514265769,-0.0005350126722900219,0.00021140686124398027,2.185874946570767e-60,1.823207935283609e-59,0.0,1.8777915726813812e-07,1.5197801300461346e-64,0.0,2.7954125851012893e-12
63,1.751922607421875,1.751953125,3190.4005745598874,3190.848980629113,1,1.4868848205456957e-05,0.0003384449463346894,-0.0005350126722966542,0.0002114365741674217,1.823207935283609e-59,1.4237023646717863e-58,0.0,1.8777915726813812e-07,1.1939857276863289e-63,0.0,2.7920597855685753e-12
64,1.751953125,1.751983642578125,3190.848980629113,3191.2974497211417,2,5.023919797024312e-06,0.00025764913562336756,-0.000464091507088234,0.0002114662912618908,1.4237023646717863e-58,1.0439822770011791e-57,0.0,1.8777915726813812e-07,2.980069939331617e-63,0.0,9.433874256679409e-13
65,1.751983642578125,1.75201416015625,3191.2974497211417,3191.7459818448356,1,3.0616589180298686e-08,0.0002166159163530255,-0.00042808131229916653,0.00021149601253532131,1.0439822770011791e-57,7.209363291105976e-57,0.0,1.8777915726813812e-07,1.2634464531088781e-64,0.0,5.749157314701283e-15
66,1.75201416015625,1.752044677734375,3191.7459818448356,3192.1945770090597,1,2.990127269687913e-08,0.00021658547558826277,-0.00042808131230435135,0.00021152573798878543,7.209363291105976e-57,4.701058052349503e-56,0.0,1.8777915726813812e-07,8.106226628049249e-64,0.0,5.614835788264751e-15
67,1.752044677734375,1.7520751953125,3192.1945770090597,3192.643235222664,1,2.9194411884276544e-08,0.00021655503909627545,-0.00042808131229959815,0.00021155546761520702,4.701058052349503e-56,2.901922591831806e-55,0.0,1.8777915726813812e-07,4.922219295472185e-63,0.0,5.482102060568366e-15
68,1.7520751953125,1.752105712890625,3192.643235222664,3193.0919564945143,1,2.8496006729543956e-08,0.00021652460688376568,-0.0004280813122993415,0.0002115852014223055,2.901922591831806e-55,1.6998109349049585e-54,0.0,1.8777915726813812e-07,2.8353572205274793e-62,0.0,5.350956129180957e-15
69,1.752105712890625,1.75213623046875,3193.0919564945143,3193.5407408334795,1,2.7806057218919436e-08,0.00021649417895062577,-0.00042808131230455973,0.00021161493941115292,1.6998109349049585e-54,9.469217800424466e-54,0.0,1.8777915726813812e-07,1.5528332604716269e-61,0.0,5.22139799151832e-15
70,1.75213623046875,1.752166748046875,3193.5407408334795,3193.9895882484125,1,2.7124563337744173e-08,0.00021646375528819545,-0.00042808131229931653,0.00021164468157445885,9.469217800424466e-54,5.027424618810338e-53,0.0,1.8777915726813812e-07,8.102576864865308e-61,0.0,5.093427644827837e-15
71,1.752166748046875,1.752197265625,3193.9895882484125,3194.4384987481835,1,2.6451525073558196e-08,0.00021643333590360954,-0.0004280813122989074,0.00021167442792037152,5.027424618810338e-53,2.548961453840995e-52,0.0,1.8777915726813812e-07,4.0361111321898484e-60,0.0,4.967045086769783e-15
72,1.752197265625,1.752227783203125,3194.4384987481835,3194.8874723416657,1,2.578694241311993e-08,0.0002164029207969788,-0.00042808131230474307,0.00021170417845017738,2.548961453840995e-52,1.2364824176907513e-51,0.0,1.8777915726813812e-07,1.9229046561086364e-59,0.0,4.842250314857668e-15
73,1.752227783203125,1.75225830078125,3194.8874723416657,3195.3365090377147,1,2.5130815342242722e-08,0.0002163725099587732,-0.0004280813122991593,0.00021173393315572842,1.2364824176907513e-51,5.749049132243111e-51,0.0,1.8777915726813812e-07,8.777605172439924e-59,0.0,4.719043326427534e-15
74,1.75225830078125,1.752288818359375,3195.3365090377147,3195.785608845206,1,2.44831438490218e-08,0.00021634210339721647,-0.0004280813122996122,0.0002117636920462447,5.749049132243111e-51,2.5663893796821e-50,0.0,1.8777915726813812e-07,3.845438002266944e-58,0.0,4.597424119243913e-15
75,1.752288818359375,1.7523193359375,3195.785608845206,3196.234771773014,1,2.384392792053903e-08,0.00021631170111088548,-0.00042808131230447695,0.00021179345512151203,2.5663893796821e-50,1.1017015093901928e-49,0.0,1.8777915726813812e-07,1.6194085859183247e-57,0.0,4.477392690881048e-15
76,1.7523193359375,1.752349853515625,3196.234771773014,3196.68399783,1,2.321316754336088e-08,0.00021628130309179095,-0.0004280813122991307,0.00021182322237488306,1.1017015093901928e-49,4.554917128276951e-49,0.0,1.8777915726813812e-07,6.565401808253259e-57,0.0,4.358949038816402e-15
77,1.752349853515625,1.75238037109375,3196.68399783,3197.133287025042,2,3.395851221797608e-06,0.00024431213544086176,-0.0004527692780337846,0.00021185299381472054,4.554917128276951e-49,1.8163461096142192e-48,0.0,1.8777915726813812e-07,3.857411622532696e-54,0.0,6.376700806371321e-13
78,1.75238037109375,1.752410888671875,3197.133287025042,3197.58263936702,1,1.4643544125915263e-05,0.000337930345199731,-0.0005351695705152688,0.00021188276944145325,1.8163461096142192e-48,6.995408789561838e-48,0.0,1.8777915726813812e-07,6.451766084641729e-53,0.0,2.749752375383162e-12
79,1.752410888671875,1.75244140625,3197.58263936702,3198.032054864798,1,1.4625835000407103e-05,0.0003378828562614585,-0.0005351695705090564,0.00021191254924800504,6.995408789561838e-48,2.605487632728074e-47,0.0,1.8777915726813812e-07,2.4169400841767504e-52,0.0,2.7464269707192845e-12
80,1.75244140625,1.752471923828125,3198.032054864798,3198.481533527257,1,1.4608136734123603e-05,0.00033783537400032884,-0.0005351695705085152,0.00021194233324230982,2.605487632728074e-47,9.39644453585649e-47,0.0,1.8777915726813812e-07,8.766293309617996e-52,0.0,2.7431036051914614e-12
81,1.752471923828125,1.75250244140625,3198.481533527257,3198.931075363281,1,1.4590449326747619e-05,0.00033778789841617076,-0.0005351695705148627,0.00021197212142543966,9.39644453585649e-47,3.2850934920535976e-46,0.0,1.8777915726813812e-07,3.082041245731863e-51,0.0,2.739782278740141e-12
82,1.75250244140625,1.752532958984375,3198.931075363281,3199.380680381738,1,1.4572772777402313e-05,0.0003377404294958333,-0.0005351695705087493,0.0002120019137903185,3.2850934920535976e-46,1.1146229370484888e-45,0.0,1.8777915726813812e-07,1.0515219447655224e-50,0.0,2.7364629912006707e-12
83,1.752532958984375,1.7525634765625,3199.380680381738,3199.8303485915135,1,1.4555107086244286e-05,0.00033769296725008467,-0.0005351695705087205,0.00021203171034488012,1.1146229370484888e-45,3.674240396772658e-45,0.0,1.8777915726813812e-07,3.4851209322577804e-50,0.0,2.7331457426024574e-12
84,1.7525634765625,1.752593994140625,3199.8303485915135,3200.2800800014948,1,1.4537452252942154e-05,0.0003376455116784117,-0.0005351695705154517,0.0002120615110899822,3.674240396772658e-45,1.1778989151476257e-44,0.0,1.8777915726813812e-07,1.1232529335571173e-49,0.0,2.7298305328832734e-12
85,1.752593994140625,1.75262451171875,3200.2800800014948,3200.729874620553,1,1.4519808276592525e-05,0.00033759806276699114,-0.0005351695705085186,0.0002120913160181199,1.1778989151476257e-44,3.6759563044309324e-44,0.0,1.8777915726813812e-07,3.523852359530928e-49,0.0,2.7265173618734814e-12
86,1.75262451171875,1.752655029296875,3200.729874620553,3201.1797324575778,1,1.450217515740932e-05,0.00033755062052794694,-0.0005351695705086222,0.0002121211251380846,3.6759563044309324e-44,1.1177796372039956e-43,0.0,1.8777915726813812e-07,1.0770586152950915e-48,0.0,2.7232062296132504e-12
87,1.752655029296875,1.752685546875,3201.1797324575778,3201.629653521454,1,1.4484552894842139e-05,0.00033750318495564857,-0.0005351695705083241,0.00021215093844751767,1.1177796372039956e-43,3.314736555530781e-43,0.0,1.8777915726813812e-07,3.2101507625455583e-48,0.0,2.719897135999227e-12
88,1.752685546875,1.752716064453125,3201.629653521454,3202.079637821075,1,1.4466941488751256e-05,0.00033745575605401997,-0.000535169570515333,0.00021218075595006434,3.314736555530781e-43,9.59433851644858e-43,0.0,1.8777915726813812e-07,9.33774168701114e-48,0.0,2.716590081005174e-12
89,1.752716064453125,1.75274658203125,3202.079637821075,3202.529685365316,1,1.4449340938222426e-05,0.000337408333808911,-0.0005351695705086938,0.00021221057763800525,9.59433851644858e-43,2.7127153363867943e-42,0.0,1.8777915726813812e-07,2.6530067796943e-47,0.0,2.713285064459415e-12
90,1.75274658203125,1.752777099609375,3202.529685365316,3202.9797961630716,1,1.4431751243452782e-05,0.00033736091823209,-0.0005351695705085547,0.0002122404035199175,2.7127153363867943e-42,7.498099163738494e-42,0.0,1.8777915726813812e-07,7.367996742942441e-47,0.0,2.709982086398968e-12
91,1.752777099609375,1.7528076171875,3202.9797961630716,3203.429970223238,2,6.622880677435124e-07,0.00022138215757795673,-0.00043299010310665756,0.0002122702335964443,7.498099163738494e-42,2.027570606728387e-41,0.0,1.8777915726813812e-07,9.197129900169228e-48,0.0,1.2436389522962032e-13
92,1.7528076171875,1.752838134765625,3203.429970223238,3203.8802075546955,1,1.5162963506290965e-08,0.00021590355786492936,-0.00042818846276193275,0.00021230006786050968,2.027570606728387e-41,5.367659685384006e-41,0.0,1.8777915726813812e-07,5.606680351995884e-49,0.0,2.84728850889885e-15
93,1.752838134765625,1.75286865234375,3203.8802075546955,3204.330508166342,1,1.4660762665167934e-08,0.00021587321720425247,-0.00042818846276163465,0.0002123299063200473,5.367659685384006e-41,1.3921032645666173e-40,0.0,1.8777915726813812e-07,1.4139347019348577e-48,0.0,2.7529856581734172e-15
94,1.75286865234375,1.752899169921875,3204.330508166342,3204.7808720670773,1,1.416701931106389e-08,0.00021584288081014986,-0.0004281884627669682,0.0002123597489761294,1.3921032645666173e-40,3.539292059229504e-40,0.0,1.8777915726813812e-07,3.4931586391354906e-48,0.0,2.660270947233016e-15
95,1.752899169921875,1.7529296875,3204.7808720670773,3205.2312992657853,1,1.3681733433689519e-08,0.0002158125486737956,-0.0004281884627616129,0.00021238959582125098,3.539292059229504e-40,8.82651189705288e-40,0.0,1.8777915726813812e-07,8.45928167115594e-48,0.0,2.5691443741455273e-15
